batter,n_borderline_spot79,actual_pct,expected_pct,residual_pp_med,residual_pp_lo,residual_pp_hi,p_dir_pos,p_two_sided,q_bh,bh_significant_q10,ci_excludes_zero,abs_residual_pp,flagged,chase_rate,n_total_pa,qualified_200pa,batter_name
668670,31,54.83870967741935,58.89368937794267,-3.2258064516129115,-16.129032258064523,6.451612903225801,0.143,0.286,0.6885,False,False,3.2258064516129115,False,0.21554770318021202,149.0,False,Jake Rogers
701807,60,41.66666666666667,45.05060999977977,-3.3333333333333326,-10.000000000000004,5.000000000000004,0.153,0.306,0.6885,False,False,3.3333333333333326,False,,,,Carson Benge
543760,58,46.55172413793103,50.28397306142385,-3.448275862068967,-12.068965517241375,5.1724137931034475,0.128,0.256,0.6885,False,False,3.448275862068967,False,0.2352389878163074,545.0,True,Marcus Semien
666152,56,51.78571428571429,54.99610624142613,-3.57142857142857,-12.5,5.35714285714286,0.168,0.336,0.6965217391304348,False,False,3.57142857142857,False,0.2605042016806723,199.0,False,David Hamilton
701675,54,55.55555555555556,59.40361731748701,-3.703703703703698,-12.962962962962965,3.703703703703709,0.146,0.292,0.6885,False,False,3.703703703703698,False,0.3509933774834437,69.0,False,Nathan Church
665926,54,64.81481481481481,68.53556175857078,-3.703703703703709,-12.962962962962965,5.555555555555558,0.145,0.29,0.6885,False,False,3.703703703703709,False,0.3522884882108183,388.0,True,Andrés Giménez
681624,51,45.09803921568628,48.511935017084014,-3.9215686274509776,-11.764705882352938,3.9215686274509833,0.142,0.284,0.6885,False,False,3.9215686274509776,False,0.33451957295373663,640.0,True,Andy Pages
669224,75,45.33333333333333,48.88880525558486,-4.0000000000000036,-10.666666666666675,3.9999999999999982,0.137,0.274,0.6885,False,False,4.0000000000000036,False,0.2938643702906351,473.0,True,Austin Wells
808975,49,51.02040816326531,54.579103117776704,-4.081632653061218,-12.244897959183676,6.122448979591838,0.152,0.304,0.6885,False,False,4.081632653061218,False,0.3525835866261398,170.0,False,Hyeseong Kim
621020,70,50.0,54.513345440939446,-4.285714285714281,-11.464285714285715,2.857142857142858,0.098,0.196,0.6885,False,False,4.285714285714281,False,0.25547445255474455,650.0,True,Dansby Swanson
804606,69,49.275362318840585,54.25315771144506,-4.347826086956524,-13.043478260869563,1.4855072463767796,0.058,0.116,0.6885,False,False,4.347826086956524,False,,,,Konnor Griffin
