pick_type,target_player,target_mlbam,analog_player,analog_mlbam,season,cosine_sim,first22_woba,first22_xwoba_gap,ros_woba,ros_delta_vs_prior,ros_iso,ros_k_rate
fake_cold,Carson Benge,701807,Roberto Pérez,547379,2017,0.9129196669868669,0.18461538461538463,0.057627589743589724,0.36402439024390243,0.05354459226410446,0.22818791946308722,0.30994152046783624
fake_cold,Carson Benge,701807,Elías Díaz,553869,2021,0.9009042979288983,0.16056338028169015,0.0896458378767227,0.3782608695652174,0.0711624050005788,0.2637362637362637,0.13666666666666666
fake_cold,Carson Benge,701807,Brandon Drury,592273,2024,0.8993471430945703,0.26049382716049385,0.04451317235850566,0.233273381294964,-0.12082534739260059,0.05555555555555555,0.23297491039426524
fake_cold,Colton Cowser,681297,Chris Carter,474892,2017,0.8899937885944966,0.2757352941176471,0.028214455882352885,0.30935251798561153,-0.03433565091382501,0.2,0.36879432624113473
fake_cold,Colton Cowser,681297,Jason Martin,641829,2021,0.8731798634610131,0.22708333333333333,0.023088098586549394,0.2841346153846154,0.0845386557886558,0.17647058823529413,0.21495327102803738
fake_cold,Colton Cowser,681297,Jake Cave,595909,2019,0.8548232590171927,0.27714285714285714,0.03735612857142856,0.4009493670886076,0.05111330151483712,0.24460431654676262,0.310126582278481
fake_cold,Colton Cowser,681297,Jason Heyward,518792,2022,0.8432013827489585,0.2711267605633803,0.025977931284677735,0.2525,-0.08858857915177232,0.09459459459459457,0.1625
fake_cold,Colton Cowser,681297,Mark Vientos,668901,2023,0.8236825488887369,0.2580882352941177,0.06616273181090615,0.29636363636363633,0.043924611973392425,0.19230769230769232,0.3090909090909091
fake_cold,Jordan Beck,687597,Mauricio Dubón,643289,2021,0.9186407993412261,0.2701612903225806,0.02873384741423457,0.308130081300813,-0.026695084774353117,0.15384615384615385,0.21138211382113822
fake_cold,Jordan Beck,687597,Yolmer Sánchez,570560,2016,0.9098483765782824,0.18174603174603174,0.0514577142857143,0.34782608695652173,0.06668253464508622,0.21505376344086025,0.2755102040816326
fake_cold,Jordan Beck,687597,CJ Abrams,682928,2022,0.9090513052544769,0.26571428571428574,0.009264567102738486,0.286784140969163,-0.001972471805842202,0.07589285714285715,0.15584415584415584
fake_cold,Jordan Beck,687597,Josh Harrison,543281,2023,0.9086620090264965,0.2245762711864407,0.0194495114339521,0.2927272727272728,-0.03195580259238456,0.10204081632653059,0.12727272727272726
fake_cold,Jordan Beck,687597,José Reyes,408314,2018,0.9078058200878402,0.19399999999999998,0.013861200000000018,0.28832487309644667,-0.04962199641786269,0.14917127071823205,0.16336633663366337
fake_cold,Joey Ortiz,687401,Dominic Smith,642086,2024,0.9538644681348986,0.25855263157894737,0.014996969298245622,0.3402173913043478,0.047555100601002376,0.16585365853658535,0.25217391304347825
fake_cold,Joey Ortiz,687401,Pete Kozma,518902,2015,0.9484895300238637,0.14285714285714285,0.06639855102040818,0.2555555555555556,-0.011632036721307415,0.0,0.11864406779661017
fake_cold,Joey Ortiz,687401,Andrew Knizner,668800,2021,0.9298885159170671,0.26015625,0.002816640625000033,0.2453781512605042,-0.03047194452493643,0.06862745098039216,0.225
fake_cold,Joey Ortiz,687401,Eric Sogard,519299,2018,0.9141084246122578,0.18482142857142855,0.033073571428571424,0.23636363636363636,-0.09877789831102121,0.0,0.14285714285714285
fake_cold,Joey Ortiz,687401,Cam Gallagher,595956,2021,0.9074009572130937,0.24285714285714285,0.003145602597402597,0.353030303030303,0.037304830637956254,0.11475409836065575,0.13432835820895522
fake_cold,Patrick Bailey,672275,Aaron Hill,431094,2016,0.9292559506489236,0.20714285714285716,0.08259211428571431,0.35457142857142854,0.05486044591246897,0.12460063897763579,0.1323943661971831
fake_cold,Patrick Bailey,672275,David Peralta,444482,2023,0.9223078267359782,0.2043103448275862,0.11215666924015022,0.3223756906077348,-0.009446095649712771,0.12979351032448377,0.16758241758241757
fake_cold,Patrick Bailey,672275,Miles Mastrobuoni,670156,2024,0.9222176101150911,0.217,0.08633283270700934,0.24642857142857144,-0.0077951728636660444,0.037735849056603765,0.14285714285714285
fake_cold,Patrick Bailey,672275,Austin Hays,669720,2024,0.91867018935478,0.19242424242424241,0.09899084360196483,0.35860215053763445,0.02173951388007128,0.1781609195402299,0.24064171122994651
fake_cold,Patrick Bailey,672275,Ehire Adrianza,501303,2019,0.913898348477275,0.228125,0.08682933333333334,0.4083333333333333,0.09145707008733234,0.17567567567567566,0.18023255813953487
fake_cold,Ke'Bryan Hayes,663647,Aaron Hicks,543305,2016,0.8930149731960423,0.25153846153846154,0.07772996923076925,0.2958762886597938,-0.04105704467353949,0.11895910780669142,0.19256756756756757
